"Cs2","cutoff.step","Power.min","SR.min","Method","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP"
0.95,2,0.8,0.7,"Dunnett",178,96.31,36.34,91.01,33.71,38.15, ,144,97.3,36.2,90.44,32.9,37.62, ,146,94.46,36.87,87.22,33.3,39.75, ,123,94.97,32.8,86.39,28.95,35.25
0.95,2,0.8,0.7,"BOP2-OC",151.25,69.51,62.73,60.76,54.41,66.13, ,133.57,79,72.03,67.11,60.58,76.03, ,136.39,80.66,67.86,71.6,59.43,75.7, ,119.93,85.47,73.43,75.42,64.05,81.69
0.95,2,0.8,0.7,"Dunnett",178,96.31,36.34,91.01,33.71,38.15, ,144,97.3,36.2,90.44,32.9,37.62, ,146,94.46,36.87,87.22,33.3,39.75, ,123,94.97,32.8,86.39,28.95,35.25
0.95,2,0.8,0.7,"BOP2-OC",126.95,9.88,9.88,5.07,5.07,64.03, ,110.82,10.02,10.01,4.96,4.96,65.35, ,120.65,9.9,9.9,4.72,4.72,79.56, ,103.01,9.1,9.1,5.06,5.06,78.51
0.95,2,0.8,0.7,"Dunnett",173,10.02,10.02,5.02,5.02,100, ,142,10.08,10.08,5.08,5.08,100, ,146,10.17,10.17,5.12,5.12,100, ,123,10.03,10.03,5.04,5.04,100
0.95,2,0.8,0.7,"BOP2-OC",120.3,8.91,8.91,4.38,4.38,58.83, ,108.89,8.75,8.75,4.18,4.18,63.21, ,116.48,9.13,9.13,4.45,4.45,76.19, ,101.99,8.37,8.37,4.38,4.38,77.41
0.95,2,0.8,0.7,"Dunnett",173,10.02,10.02,5.02,5.02,100, ,142,10.08,10.08,5.08,5.08,100, ,146,10.17,10.17,5.12,5.12,100, ,123,10.03,10.03,5.04,5.04,100
0.95,2,0.8,0.7,"BOP2-OC",120.43,8.48,5.25,4.34,2.77,37.18, ,108.6,8.71,5.22,4.23,2.59,39, ,115.58,8.62,5.7,4.25,2.76,49.49, ,101.51,8.18,5.4,4.46,2.95,50.29
0.95,2,0.8,0.7,"Dunnett",173,10.02,5.32,5.02,2.57,55.88, ,142,10.08,5.27,5.08,2.57,55.97, ,146,10.17,5.25,5.12,2.71,56.36, ,123,10.03,4.93,5.04,2.39,47.38
0.95,2,0.8,0.7,"BOP2-OC",61.14,1.03, ,1.01, ,0, ,65.51,1.32, ,1.29, ,0, ,47.95,1.44, ,1.41, ,0, ,51.21,1.5, ,1.47, ,0
0.95,2,0.8,0.7,"Dunnett",173,7.32,0,7.23,0,0, ,142,7.12,0,6.86,0,0, ,146,7.49,0,7.32,0,0, ,123,7.9,0,7.57,0,0
0.95,2,0.8,0.7,"BOP2-OC",172.71,96.14,96.14,86.57,86.57,99.77, ,141.97,96.17,96.17,85.68,85.68,99.97, ,145.97,92.42,92.42,84.22,84.22,99.98, ,122.99,92.89,92.89,84.26,84.26,99.99
0.95,2,0.8,0.7,"Dunnett",173,92.78,92.78,83.68,83.68,100, ,142,93.38,93.38,80.5,80.5,100, ,146,91.5,91.5,81.05,81.05,100, ,123,91.48,91.48,79.03,79.03,100
0.95,2,0.8,0.7,"BOP2-OC",170.69,94.03,94.03,82.93,82.93,98.19, ,141.7,94.36,94.37,81.47,81.47,99.67, ,145.4,90.38,90.38,80.67,80.67,99.52, ,122.93,91.17,91.17,80.58,80.58,99.92
0.95,2,0.8,0.7,"Dunnett",173,92.78,92.78,83.68,83.68,100, ,142,93.38,93.38,80.5,80.5,100, ,146,91.5,91.5,81.05,81.05,100, ,123,91.48,91.48,79.03,79.03,100
0.95,2,0.8,0.7,"BOP2-OC",158.06,78.58,78.45,63.64,63.64,82.4, ,138.04,85.5,85.39,59.65,59.65,91.42, ,140.05,78.33,78.16,65.37,65.36,87.38, ,121.02,82.96,82.9,61.94,61.95,92.7
0.95,2,0.8,0.7,"Dunnett",173,87.63,87.63,68.38,68.38,99.98, ,142,87.84,87.84,57.63,57.63,99.98, ,146,82.26,82.26,60.65,60.65,99.96, ,123,82.92,82.92,51.96,51.96,100
0.95,2,0.8,0.7,"BOP2-OC",167.11,83.13,72.94,69.64,66.44,74.15, ,141.03,87.39,79.26,67.95,66.4,81.14, ,144.23,82.09,74.22,71.42,68.37,77.68, ,122.63,86.09,79.25,69.88,68.12,82.98
0.95,2,0.8,0.7,"Dunnett",173,92.07,90.44,79.44,78.44,97.58, ,142,92.17,90.64,67.6,66.98,97.69, ,146,89.11,86.9,75.75,74.48,96.58, ,123,90.76,89.07,68.23,67.55,97.68
0.95,2,0.8,0.7,"BOP2-OC",168.33,91.36,75.1,79.82,65.39,78.88, ,141.25,93.2,80.53,79.9,68.68,85.68, ,144.56,88.72,75.28,78.32,66.32,83.96, ,122.74,89.75,79.14,78.89,69.24,88.13
0.95,2,0.8,0.7,"Dunnett",173,92.78,50.61,83.68,45.27,54.87, ,142,93.38,50.7,80.5,43.33,54.74, ,146,91.5,49.96,81.05,43.86,55.13, ,123,91.48,45.92,79.03,39.07,50.65
0.95,2,0.8,0.7,"BOP2-OC",168.32,91.41,75.2,72.52,59.38,78.9, ,141.18,92.96,80.34,66.24,56.85,85.53, ,144.56,88.65,75.3,72.14,60.99,83.97, ,122.74,89.7,79.07,67.89,59.52,88.13
0.95,2,0.8,0.7,"Dunnett",173,92.78,50.61,77.16,41.61,54.87, ,142,93.38,50.7,67.57,36.13,54.74, ,146,91.5,49.96,74.64,40.24,55.13, ,123,91.48,45.92,67.09,32.9,50.65
0.95,2,0.8,0.7,"BOP2-OC",170.85,94.38,73.89,84.1,64.65,77.45, ,141.67,94.46,78.1,82.29,66.71,83.01, ,145.48,90.84,73.3,81.67,64.9,81.47, ,122.91,91.26,76.6,81.14,67.09,84.79
0.95,2,0.8,0.7,"Dunnett",173,95.83,36.29,90.11,33.46,38.48, ,142,96.1,35.92,87.3,31.82,37.9, ,146,94.46,36.87,87.22,33.3,39.75, ,123,94.97,32.8,86.39,28.95,35.25
0.95,2,0.8,0.7,"BOP2-OC",154.8,77.27,64.68,68.17,56.29,68.19, ,136.95,85.38,73.32,74.11,62.82,78.46, ,136.39,80.66,67.86,71.6,59.43,75.7, ,119.93,85.47,73.43,75.42,64.05,81.69
0.95,2,0.8,0.7,"Dunnett",173,95.83,36.29,90.11,33.46,38.48, ,142,96.1,35.92,87.3,31.82,37.9, ,146,94.46,36.87,87.22,33.3,39.75, ,123,94.97,32.8,86.39,28.95,35.25
0.95,2,0.85,0.7,"BOP2-OC",118.61,9.49,9.49,5.18,5.18,45.01, ,104.6,10.13,10.13,5.12,5.12,53.1, ,118.75,9.37,9.37,4.94,4.94,73.18, ,102.69,9.83,9.83,4.92,4.92,79.11
0.95,2,0.85,0.7,"Dunnett",178,10.02,10.02,5.02,5.02,100, ,144,10.1,10.1,5.05,5.05,100, ,152,10.01,10.01,5.02,5.02,100, ,124,10.08,10.08,5.04,5.04,100
0.95,2,0.85,0.7,"BOP2-OC",110.55,7.58,7.58,4.12,4.12,37.55, ,100.9,8.91,8.92,4.46,4.46,48.69, ,114.8,8.6,8.6,4.32,4.32,70, ,99.65,9.01,9,4.16,4.16,76.13
0.95,2,0.85,0.7,"Dunnett",178,10.02,10.02,5.02,5.02,100, ,144,10.1,10.1,5.05,5.05,100, ,152,10.01,10.01,5.02,5.02,100, ,124,10.08,10.08,5.04,5.04,100
0.95,2,0.85,0.7,"BOP2-OC",110.89,7.8,5.16,4.04,2.74,24.66, ,100.9,9.06,5.58,4.48,2.79,29.89, ,113.72,8.53,5.4,4.49,2.87,44.56, ,99.12,9.41,6.26,4.42,2.96,49.79
0.95,2,0.85,0.7,"Dunnett",178,10.02,5.36,5.02,2.58,56.04, ,144,10.1,5.2,5.05,2.54,55.95, ,152,10.01,5.29,5.02,2.62,56.09, ,124,10.08,5.02,5.04,2.4,55.98
0.95,2,0.85,0.7,"BOP2-OC",72.96,0.34, ,0.34, ,0, ,64.9,0.5, ,0.5, ,0, ,45.89,1.27, ,1.27, ,0, ,42.97,1.67, ,1.61, ,0
0.95,2,0.85,0.7,"Dunnett",178,6.94,0,6.84,0,0, ,144,7.52,0,7.31,0,0, ,152,7.65,0,7.44,0,0, ,124,7.69,0,7.35,0,0
0.95,2,0.85,0.7,"BOP2-OC",177.83,96.63,96.63,87.77,87.77,99.84, ,143.96,96.88,96.88,86.36,86.36,99.96, ,151.99,93.36,93.36,85.52,85.52,99.99, ,123.97,94.47,94.48,84.21,84.21,99.98
0.95,2,0.85,0.7,"Dunnett",178,93.48,93.48,84.9,84.9,100, ,144,95.03,95.03,84.5,84.5,100, ,152,92.34,92.34,81.44,81.44,100, ,124,90.34,90.34,76.77,76.77,100
0.95,2,0.85,0.7,"BOP2-OC",174.59,93.02,93.02,82.28,82.28,96.84, ,143.34,95.12,95.12,82.3,82.31,99.22, ,151.49,92.02,92.02,82.67,82.67,99.59, ,123.59,92.79,92.79,80.69,80.69,99.6
0.95,2,0.85,0.7,"Dunnett",178,93.48,93.48,84.9,84.9,100, ,144,95.03,95.03,84.5,84.5,100, ,152,92.34,92.34,81.44,81.44,100, ,124,90.34,90.34,76.77,76.77,100
0.95,2,0.85,0.7,"BOP2-OC",160.09,77.28,77.16,62.71,62.71,81.29, ,137.07,85.15,85.05,58.75,58.75,89.46, ,146,81.65,81.52,68.45,68.45,90.33, ,118.72,80.32,80.11,57.63,57.63,87.14
0.95,2,0.85,0.7,"Dunnett",178,88.2,88.2,71.29,71.29,99.98, ,144,87.78,87.78,57.19,57.19,99.99, ,152,82.88,82.88,63.1,63.1,99.96, ,124,84.72,84.72,51.49,51.49,99.98
0.95,2,0.85,0.7,"BOP2-OC",170.03,83.47,75.28,71.92,69.03,76.59, ,141.62,88.2,79.9,67.88,66.37,81.36, ,150.36,85.3,78.29,75.08,72.39,81.28, ,122.65,83.6,75.1,65.33,63.64,77.43
0.95,2,0.85,0.7,"Dunnett",178,92.53,91.04,80.97,80.05,97.89, ,144,93.88,92.29,72.36,71.7,97.78, ,152,90.56,88.42,75.49,74.36,96.75, ,124,89.42,87.32,64.2,63.4,96.9
0.95,2,0.85,0.7,"BOP2-OC",171.87,89.61,79.02,78.2,68.72,83, ,142.3,92.74,82.49,79.01,70.06,86.6, ,150.72,90.18,78.69,80.04,69.63,86.5, ,122.89,91.24,77.61,78.25,66.36,84.28
0.95,2,0.85,0.7,"Dunnett",178,93.48,51.4,84.9,46.39,55.23, ,144,95.03,51.57,84.5,45.47,54.58, ,152,92.34,50.22,81.44,43.9,54.73, ,124,90.34,49.59,76.77,41.75,55.32
0.95,2,0.85,0.7,"BOP2-OC",171.87,89.83,79.26,70.97,62.38,83, ,142.3,92.96,82.66,65.76,57.98,86.61, ,150.72,89.85,78.35,73.37,63.53,86.51, ,122.88,91.36,77.74,66.72,56.38,84.28
0.95,2,0.85,0.7,"Dunnett",178,93.48,51.4,78.61,42.74,55.23, ,144,95.03,51.57,72.73,38.91,54.58, ,152,92.34,50.22,73.67,39.56,54.73, ,124,90.34,49.59,64.54,34.84,55.32
0.95,2,0.85,0.7,"BOP2-OC",175.46,93.57,78.33,83.17,68.52,82.16, ,143.34,95.08,80.25,82.45,68.41,83.97, ,151.65,91.69,76,82.58,67.42,83.6, ,123.64,92.94,75.22,81.31,64.54,81.55
0.95,2,0.85,0.7,"Dunnett",178,96.31,36.34,91.01,33.71,38.15, ,144,97.3,36.2,90.44,32.9,37.62, ,152,95.32,37.19,87.9,33.44,39.58, ,124,94.06,36.04,84.58,31.53,39.09
0.95,2,0.85,0.7,"BOP2-OC",151.25,69.51,62.73,60.76,54.41,66.13, ,133.57,79,72.03,67.11,60.58,76.03, ,141.7,82.12,69.88,73.36,61.88,77.36, ,115.94,82.87,69.54,71.97,59.51,75.85
0.95,2,0.85,0.7,"Dunnett",178,96.31,36.34,91.01,33.71,38.15, ,144,97.3,36.2,90.44,32.9,37.62, ,152,95.32,37.19,87.9,33.44,39.58, ,124,94.06,36.04,84.58,31.53,39.09
0.95,2,0.8,0.7,"BOP2-OC",118.61,9.52,9.52,5.18,5.18,45.01, ,110.82,10.01,10.01,4.96,4.96,65.35, ,120.65,9.9,9.9,4.72,4.72,79.56, ,103.01,9.1,9.1,5.06,5.06,78.51
0.95,2,0.8,0.7,"Dunnett",178,10.02,10.02,5.02,5.02,100, ,142,10.08,10.08,5.08,5.08,100, ,146,10.17,10.17,5.12,5.12,100, ,123,10.03,10.03,5.04,5.04,100
0.95,2,0.8,0.7,"BOP2-OC",110.55,7.6,7.6,4.12,4.12,37.55, ,108.89,8.74,8.74,4.18,4.18,63.21, ,116.48,9.13,9.13,4.45,4.45,76.19, ,101.99,8.37,8.37,4.38,4.38,77.41
0.95,2,0.8,0.7,"Dunnett",178,10.02,10.02,5.02,5.02,100, ,142,10.08,10.08,5.08,5.08,100, ,146,10.17,10.17,5.12,5.12,100, ,123,10.03,10.03,5.04,5.04,100
0.95,2,0.8,0.7,"BOP2-OC",110.89,7.81,5.18,4.04,2.74,24.66, ,108.6,8.7,5.22,4.23,2.59,39, ,115.58,8.62,5.7,4.25,2.76,49.49, ,101.51,8.18,5.4,4.46,2.95,50.29
0.95,2,0.8,0.7,"Dunnett",178,10.02,5.36,5.02,2.58,56.04, ,142,10.08,5.27,5.08,2.57,55.97, ,146,10.17,5.25,5.12,2.71,56.36, ,123,10.03,4.93,5.04,2.39,47.38
0.95,2,0.8,0.7,"BOP2-OC",72.96,0.34, ,0.34, ,0, ,65.51,1.04, ,1.01, ,0, ,47.95,1.44, ,1.41, ,0, ,51.21,1.5, ,1.47, ,0
0.95,2,0.8,0.7,"Dunnett",178,6.94,0,6.84,0,0, ,142,7.12,0,6.86,0,0, ,146,7.49,0,7.32,0,0, ,123,7.9,0,7.57,0,0
0.95,2,0.8,0.7,"BOP2-OC",177.83,96.63,96.63,87.77,87.77,99.84, ,141.97,96.17,96.17,85.68,85.68,99.97, ,145.97,92.42,92.42,84.22,84.22,99.98, ,122.99,92.89,92.89,84.26,84.26,99.99
0.95,2,0.8,0.7,"Dunnett",178,93.48,93.48,84.9,84.9,100, ,142,93.38,93.38,80.5,80.5,100, ,146,91.5,91.5,81.05,81.05,100, ,123,91.48,91.48,79.03,79.03,100
0.95,2,0.8,0.7,"BOP2-OC",174.59,93.02,93.02,82.28,82.28,96.84, ,141.7,94.36,94.37,81.47,81.47,99.67, ,145.4,90.38,90.38,80.67,80.67,99.52, ,122.93,91.17,91.17,80.58,80.58,99.92
0.95,2,0.8,0.7,"Dunnett",178,93.48,93.48,84.9,84.9,100, ,142,93.38,93.38,80.5,80.5,100, ,146,91.5,91.5,81.05,81.05,100, ,123,91.48,91.48,79.03,79.03,100
0.95,2,0.8,0.7,"BOP2-OC",160.09,77.28,77.16,62.71,62.71,81.29, ,138.04,85.47,85.37,59.64,59.64,91.42, ,140.05,78.33,78.16,65.37,65.36,87.38, ,121.02,82.96,82.9,61.94,61.95,92.7
0.95,2,0.8,0.7,"Dunnett",178,88.2,88.2,71.29,71.29,99.98, ,142,87.84,87.84,57.63,57.63,99.98, ,146,82.26,82.26,60.65,60.65,99.96, ,123,82.92,82.92,51.96,51.96,100
0.95,2,0.8,0.7,"BOP2-OC",170.03,83.47,75.28,71.92,69.03,76.59, ,141.03,87.39,79.25,67.94,66.38,81.14, ,144.23,82.09,74.22,71.42,68.37,77.68, ,122.63,86.09,79.25,69.88,68.12,82.98
0.95,2,0.8,0.7,"Dunnett",178,92.53,91.04,80.97,80.05,97.89, ,142,92.17,90.64,67.6,66.98,97.69, ,146,89.11,86.9,75.75,74.48,96.58, ,123,90.76,89.07,68.23,67.55,97.68
0.95,2,0.8,0.7,"BOP2-OC",171.87,89.61,79.02,78.2,68.72,83, ,141.25,92.85,80.53,79.6,68.68,85.68, ,144.56,88.72,75.28,78.32,66.32,83.96, ,122.74,89.75,79.14,78.89,69.24,88.13
0.95,2,0.8,0.7,"Dunnett",178,93.48,51.4,84.9,46.39,55.23, ,142,93.38,50.7,80.5,43.33,54.74, ,146,91.5,49.96,81.05,43.86,55.13, ,123,91.48,45.92,79.03,39.07,50.65
0.95,2,0.8,0.7,"BOP2-OC",171.87,89.83,79.26,70.97,62.38,83, ,141.18,92.69,80.34,66.03,56.85,85.53, ,144.56,88.65,75.3,72.14,60.99,83.97, ,122.74,89.7,79.07,67.89,59.52,88.13
0.95,2,0.8,0.7,"Dunnett",178,93.48,51.4,78.61,42.74,55.23, ,142,93.38,50.7,67.57,36.13,54.74, ,146,91.5,49.96,74.64,40.24,55.13, ,123,91.48,45.92,67.09,32.9,50.65
0.95,2,0.8,0.7,"BOP2-OC",175.46,93.57,78.33,83.17,68.52,82.16, ,141.67,94.4,78.1,82.24,66.71,83.01, ,145.48,90.84,73.3,81.67,64.9,81.47, ,122.91,91.26,76.6,81.14,67.09,84.79
0.95,2,0.8,0.7,"Dunnett",178,96.31,36.34,91.01,33.71,38.15, ,142,96.1,35.92,87.3,31.82,37.9, ,146,94.46,36.87,87.22,33.3,39.75, ,123,94.97,32.8,86.39,28.95,35.25
0.95,2,0.8,0.7,"BOP2-OC",151.25,69.51,62.73,60.76,54.41,66.13, ,136.95,83.42,73.24,72.29,62.74,78.46, ,136.39,80.66,67.86,71.6,59.43,75.7, ,119.93,85.47,73.43,75.42,64.05,81.69
0.95,2,0.8,0.7,"Dunnett",178,96.31,36.34,91.01,33.71,38.15, ,142,96.1,35.92,87.3,31.82,37.9, ,146,94.46,36.87,87.22,33.3,39.75, ,123,94.97,32.8,86.39,28.95,35.25
0.95,2,0.85,0.7,"BOP2-OC",157.14,9.7,9.7,4.99,4.99,78.98, ,110.82,10.02,10.01,4.96,4.96,65.35, ,118.75,9.37,9.37,4.94,4.94,73.18, ,102.69,9.83,9.83,4.92,4.92,79.11
0.95,2,0.85,0.7,"Dunnett",179,10.01,10.01,5,5,100, ,142,10.08,10.08,5.08,5.08,100, ,152,10.01,10.01,5.02,5.02,100, ,124,10.08,10.08,5.04,5.04,100
0.95,2,0.85,0.7,"BOP2-OC",155.76,9.11,9.1,4.52,4.52,77.65, ,108.89,8.75,8.75,4.18,4.18,63.21, ,114.8,8.6,8.6,4.32,4.32,70, ,99.65,9.01,9,4.16,4.16,76.13
0.95,2,0.85,0.7,"Dunnett",179,10.01,10.01,5,5,100, ,142,10.08,10.08,5.08,5.08,100, ,152,10.01,10.01,5.02,5.02,100, ,124,10.08,10.08,5.04,5.04,100
0.95,2,0.85,0.7,"BOP2-OC",154.92,8.66,5.62,4.21,2.71,50.07, ,108.6,8.71,5.22,4.23,2.59,39, ,113.72,8.53,5.4,4.49,2.87,44.56, ,99.12,9.41,6.26,4.42,2.96,49.79
0.95,2,0.85,0.7,"Dunnett",179,10.01,5.1,5,2.4,47.73, ,142,10.08,5.27,5.08,2.57,55.97, ,152,10.01,5.29,5.02,2.62,56.09, ,124,10.08,5.02,5.04,2.4,55.98
0.95,2,0.85,0.7,"BOP2-OC",99.25,1.63, ,1.62, ,0, ,65.51,1.32, ,1.29, ,0, ,45.89,1.27, ,1.27, ,0, ,42.97,1.67, ,1.61, ,0
0.95,2,0.85,0.7,"Dunnett",179,7.21,0,7.11,0,0, ,142,7.12,0,6.86,0,0, ,152,7.65,0,7.44,0,0, ,124,7.69,0,7.35,0,0
0.95,2,0.85,0.7,"BOP2-OC",178.99,95.38,95.38,87.26,87.26,100, ,141.97,96.17,96.17,85.68,85.68,99.97, ,151.99,93.36,93.36,85.52,85.52,99.99, ,123.97,94.47,94.48,84.21,84.21,99.98
0.95,2,0.85,0.7,"Dunnett",179,94.36,94.36,86.65,86.65,100, ,142,93.38,93.38,80.5,80.5,100, ,152,92.34,92.34,81.44,81.44,100, ,124,90.34,90.34,76.77,76.77,100
0.95,2,0.85,0.7,"BOP2-OC",178.94,93.44,93.44,83.56,83.56,99.94, ,141.7,94.36,94.37,81.47,81.47,99.67, ,151.49,92.02,92.02,82.67,82.67,99.59, ,123.59,92.79,92.79,80.69,80.69,99.6
0.95,2,0.85,0.7,"Dunnett",179,94.36,94.36,86.65,86.65,100, ,142,93.38,93.38,80.5,80.5,100, ,152,92.34,92.34,81.44,81.44,100, ,124,90.34,90.34,76.77,76.77,100
0.95,2,0.85,0.7,"BOP2-OC",176.76,85.21,85.11,69.61,69.61,92.52, ,138.04,85.5,85.39,59.65,59.65,91.42, ,146,81.65,81.52,68.45,68.45,90.33, ,118.72,80.32,80.11,57.63,57.63,87.14
0.95,2,0.85,0.7,"Dunnett",179,88.39,88.39,72.06,72.06,100, ,142,87.84,87.84,57.63,57.63,99.98, ,152,82.88,82.88,63.1,63.1,99.96, ,124,84.72,84.72,51.49,51.49,99.98
0.95,2,0.85,0.7,"BOP2-OC",178.69,87.43,80.5,76.36,73.88,82.83, ,141.03,87.39,79.26,67.95,66.4,81.14, ,150.36,85.3,78.29,75.08,72.39,81.28, ,122.65,83.6,75.1,65.33,63.64,77.43
0.95,2,0.85,0.7,"Dunnett",179,92.74,91.61,81.58,80.86,98.5, ,142,92.17,90.64,67.6,66.98,97.69, ,152,90.56,88.42,75.49,74.36,96.75, ,124,89.42,87.32,64.2,63.4,96.9
0.95,2,0.85,0.7,"BOP2-OC",178.71,92.02,80.77,80.87,70.64,87.64, ,141.25,93.2,80.53,79.9,68.68,85.68, ,150.72,90.18,78.69,80.04,69.63,86.5, ,122.89,91.24,77.61,78.25,66.36,84.28
0.95,2,0.85,0.7,"Dunnett",179,94.36,48.13,86.65,44.82,50.63, ,142,93.38,50.7,80.5,43.33,54.74, ,152,92.34,50.22,81.44,43.9,54.73, ,124,90.34,49.59,76.77,41.75,55.32
0.95,2,0.85,0.7,"BOP2-OC",178.71,91.93,80.68,73.72,64.24,87.64, ,141.18,92.96,80.34,66.24,56.85,85.53, ,150.72,89.85,78.35,73.37,63.53,86.51, ,122.88,91.36,77.74,66.72,56.38,84.28
0.95,2,0.85,0.7,"Dunnett",179,94.36,48.13,80.92,41.95,50.63, ,142,93.38,50.7,67.57,36.13,54.74, ,152,92.34,50.22,73.67,39.56,54.73, ,124,90.34,49.59,64.54,34.84,55.32
0.95,2,0.85,0.7,"BOP2-OC",178.92,93.03,78.32,83.1,68.88,84.9, ,141.67,94.46,78.1,82.29,66.71,83.01, ,151.65,91.69,76,82.58,67.42,83.6, ,123.64,92.94,75.22,81.31,64.54,81.55
0.95,2,0.85,0.7,"Dunnett",179,96.78,33,92.07,31.34,34.02, ,142,96.1,35.92,87.3,31.82,37.9, ,152,95.32,37.19,87.9,33.44,39.58, ,124,94.06,36.04,84.58,31.53,39.09
0.95,2,0.85,0.7,"BOP2-OC",175.46,86.08,74.16,75.96,64.62,80.98, ,136.95,85.38,73.32,74.11,62.82,78.46, ,141.7,82.12,69.88,73.36,61.88,77.36, ,115.94,82.87,69.54,71.97,59.51,75.85
0.95,2,0.85,0.7,"Dunnett",179,96.78,33,92.07,31.34,34.02, ,142,96.1,35.92,87.3,31.82,37.9, ,152,95.32,37.19,87.9,33.44,39.58, ,124,94.06,36.04,84.58,31.53,39.09
0.95,2,0.85,0.7,"BOP2-OC",157.14,9.7,9.7,4.99,4.99,78.98, ,111.26,10.08,10.08,5.18,5.18,71.97, ,118.75,9.37,9.37,4.94,4.94,73.18, ,102.69,9.83,9.83,4.92,4.92,79.11
0.95,2,0.85,0.7,"Dunnett",179,10.01,10.01,5,5,100, ,139,10.01,10.01,5.01,5.01,100, ,152,10.01,10.01,5.02,5.02,100, ,124,10.08,10.08,5.04,5.04,100
0.95,2,0.85,0.7,"BOP2-OC",155.76,9.11,9.1,4.52,4.52,77.65, ,109.35,8.86,8.86,4.28,4.28,70.06, ,114.8,8.6,8.6,4.32,4.32,70, ,99.65,9.01,9,4.16,4.16,76.13
0.95,2,0.85,0.7,"Dunnett",179,10.01,10.01,5,5,100, ,139,10.01,10.01,5.01,5.01,100, ,152,10.01,10.01,5.02,5.02,100, ,124,10.08,10.08,5.04,5.04,100
0.95,2,0.85,0.7,"BOP2-OC",154.92,8.67,5.62,4.22,2.71,50.07, ,109.22,8.87,5.6,4.27,2.74,44.2, ,113.72,8.53,5.4,4.49,2.87,44.56, ,99.12,9.41,6.26,4.42,2.96,49.79
0.95,2,0.85,0.7,"Dunnett",179,10.01,5.1,5,2.4,47.73, ,139,10.01,4.81,5.01,2.25,47.28, ,152,10.01,5.29,5.02,2.62,56.09, ,124,10.08,5.02,5.04,2.4,55.98
0.95,2,0.85,0.7,"BOP2-OC",99.25,1.9, ,1.88, ,0, ,62.25,1.98, ,1.94, ,0, ,45.89,1.27, ,1.27, ,0, ,42.97,1.67, ,1.61, ,0
0.95,2,0.85,0.7,"Dunnett",179,7.21,0,7.11,0,0, ,139,7.36,0,7.11,0,0, ,152,7.65,0,7.44,0,0, ,124,7.69,0,7.35,0,0
0.95,2,0.85,0.7,"BOP2-OC",178.99,95.38,95.38,87.26,87.26,100, ,138.94,95.66,95.65,84.78,84.78,99.94, ,151.99,93.36,93.36,85.52,85.52,99.99, ,123.97,94.47,94.48,84.21,84.21,99.98
0.95,2,0.85,0.7,"Dunnett",179,94.36,94.36,86.65,86.65,100, ,139,93.34,93.34,81.45,81.45,100, ,152,92.34,92.34,81.44,81.44,100, ,124,90.34,90.34,76.77,76.77,100
0.95,2,0.85,0.7,"BOP2-OC",178.94,93.44,93.44,83.56,83.56,99.94, ,138.61,93.95,93.95,81.28,81.29,99.61, ,151.49,92.02,92.02,82.67,82.67,99.59, ,123.59,92.79,92.79,80.69,80.69,99.6
0.95,2,0.85,0.7,"Dunnett",179,94.36,94.36,86.65,86.65,100, ,139,93.34,93.34,81.45,81.45,100, ,152,92.34,92.34,81.44,81.44,100, ,124,90.34,90.34,76.77,76.77,100
0.95,2,0.85,0.7,"BOP2-OC",176.76,85.21,85.11,69.61,69.61,92.52, ,134.05,82.7,82.58,57.81,57.81,88.11, ,146,81.65,81.52,68.45,68.45,90.33, ,118.72,80.32,80.11,57.63,57.63,87.14
0.95,2,0.85,0.7,"Dunnett",179,88.39,88.39,72.06,72.06,100, ,139,87.12,87.12,58.13,58.13,100, ,152,82.88,82.88,63.1,63.1,99.96, ,124,84.72,84.72,51.49,51.49,99.98
0.95,2,0.85,0.7,"BOP2-OC",178.69,87.43,80.5,76.36,73.88,82.83, ,137.62,84.79,75.5,64.49,62.81,77.11, ,150.36,85.3,78.29,75.08,72.39,81.28, ,122.65,83.6,75.1,65.33,63.64,77.43
0.95,2,0.85,0.7,"Dunnett",179,92.74,91.61,81.58,80.86,98.5, ,139,91.77,90.5,69.66,69.12,98.24, ,152,90.56,88.42,75.49,74.36,96.75, ,124,89.42,87.32,64.2,63.4,96.9
0.95,2,0.85,0.7,"BOP2-OC",178.71,92.14,80.77,80.98,70.64,87.64, ,138.01,93.01,77.34,79.62,65.92,82.16, ,150.72,90.18,78.69,80.04,69.63,86.5, ,122.89,91.24,77.61,78.25,66.36,84.28
0.95,2,0.85,0.7,"Dunnett",179,94.36,48.13,86.65,44.82,50.63, ,139,93.34,47.33,81.45,41.8,50.17, ,152,92.34,50.22,81.44,43.9,54.73, ,124,90.34,49.59,76.77,41.75,55.32
0.95,2,0.85,0.7,"BOP2-OC",178.71,92.03,80.68,73.82,64.24,87.64, ,138.01,92.7,76.87,66.46,54.71,82.19, ,150.72,89.85,78.35,73.37,63.53,86.51, ,122.88,91.36,77.74,66.72,56.38,84.28
0.95,2,0.85,0.7,"Dunnett",179,94.36,48.13,80.92,41.95,50.63, ,139,93.34,47.33,69.58,35.91,50.17, ,152,92.34,50.22,73.67,39.56,54.73, ,124,90.34,49.59,64.54,34.84,55.32
